"20260119",396,"B2-b","HDG","RE","J629",3,"B2-b",
"20260120",28,"B2-b","RNR","ML","J629",5,"B2-b",
"20260120",29,"B2-b","RNR","NT2","J618",6,"B2-b",
"20260120",29,"B2-b","RNR","NT2","J618",7,"B2-b",
"20260120",94,"B2-b","SMD","BUR","J629",2,"B2-b",
"20260120",94,"B2-b","SMD","BUR","J629",3,"B2-b",
"20260120",182,"B2-b","RNR","FLEX-M","J629",1,"B2-b",
"20260120",396,"B2-b","HDG","RE","J629",4,"B2-b",
"20260121",0,"B2-b","AAL","NT2","J629",4,"B2-b",
"20260121",0,"B2-b","MKN","NT2","J629",5,"B2-b",
"20260121",113,"B2-b","ANT","VZ","JP41",2,"B2-b",
"20260121",113,"B2-b","ANT","VZ","JP41",3,"B2-b",
"20260121",113,"B2-b","DRW","","",2,"",
"20260121",113,"B2-b","DRW","","",3,"",
"20260121",125,"B2-b","KMN","k&cB","JP32",6,"B2-b",
"20260121",125,"B2-b","KMN","k&cB","JP32",7,"B2-b",
"20260122",29,"B2-b","RNR","NT2","J629",3,"B2-b",
"20260122",29,"B2-b","RNR","NT2","J629",6,"B2-b",
"20260122",29,"B2-b","RNR","NT2","J629",7,"B2-b",
"20260122",156,"B2-b","RNR","DV","J629",2,"B2-b",
"20260122",396,"B2-b","HDG","RE","J629",4,"B2-b",
"20260122",396,"B2-b","HDG","RE","J629",5,"B2-b",
"20260122",413,"B2-b","RNR","FLEX-HWK","J629",8,"B2-b",
"20260123",30,"B2-b","HDF","NT2","J629",3,"B2-b",
"20260123",30,"B2-b","HDF","NT2","J629",4,"B2-b",
"20260123",31,"B2-b","KLH","NT2","J629",1,"B2-b",
"20260123",31,"B2-b","KLH","NT2","J629",2,"B2-b",
"20260123",356,"B2-b","ISKKOE","NT2","J609",5,"B2-b",
"20260123",383,"B2-b","ISKVAL","LO","GrLo",6,"B2-b",
"20260123",383,"B2-b","ISKVAL","LO","GrLo",7,"B2-b",
"20260119",33,"C1-c","KOT","ML","J628",4,"C1-c",
"20260119",34,"C1-c","KOT","NT2","J628",6,"C1-c",
"20260119",35,"C1-c","SGM","NT2","J628",2,"C1-c",
"20260119",35,"C1-c","SGM","NT2","J628",3,"C1-c",
"20260119",35,"C1-c","SGM","NT2","J628",7,"C1-c",
"20260119",95,"C1-c","POT","KNS","J628",5,"C1-c",
"20260119",157,"C1-c","KMN","DV","J628",1,"C1-c",
"20260120",34,"C1-c","KOT","NT2","J628",2,"C1-c",
"20260120",34,"C1-c","KOT","NT2","J628",3,"C1-c",
"20260120",78,"C1-c","HWS","RE","J628",6,"C1-c",
"20260120",78,"C1-c","HWS","RE","J628",7,"C1-c",
"20260120",126,"C1-c","KMN","k&cB","JP32",4,"C1-c",
"20260120",126,"C1-c","KMN","k&cB","JP32",5,"C1-c",
"20260120",183,"C1-c","KOT","FLEX-M","J628",1,"C1-c",
"20260121",33,"C1-c","KOT","ML","J628",7,"C1-c",
"20260121",34,"C1-c","KOT","NT2","J628",5,"C1-c",
"20260121",34,"C1-c","KOT","NT2","J628",6,"C1-c",
"20260121",34,"C1-c","KOT","NT2","J628",8,"C1-c",
"20260121",34,"C1-c","KOT","NT2","J628",9,"C1-c",
"20260121",35,"C1-c","SGM","NT2","J628",2,"C1-c",
"20260121",35,"C1-c","SGM","NT2","J628",3,"C1-c",
"20260121",35,"C1-c","SGM","NT2","J628",4,"C1-c",
"20260121",78,"C1-c","HWS","RE","J628",1,"C1-c",
"20260122",0,"C1-c","DEM","NT2","J628",7,"C1-c",
"20260122",34,"C1-c","KOT","NT2","J628",1,"C1-c",
"20260122",34,"C1-c","KOT","NT2","J628",2,"C1-c",
"20260122",34,"C1-c","KOT","NT2","J628",3,"C1-c",
"20260122",338,"C1-c","ISK_RUI","MU","J618",6,"C1-c",
"20260122",384,"C1-c","TVC","LO","J8LoA",4,"C1-c",
"20260122",384,"C1-c","TVC","LO","J8LoA",5,"C1-c",
"20260123",78,"C1-c","HWS","RE","J628",6,"C1-c",
