"20260413",157,"C1-c","KMN","DV","J604",8,"C1-c",
"20260413",338,"C1-c","ISK_RUI","MU","J618",5,"C1-c",
"20260413",563,"C1-c","HWS","RE","J604",7,"C1-c",
"20260413",568,"C1-c","","Flex-S-L","",1,"C1-c",
"20260414",34,"C1-c","KOT","NT2","J022",2,"C1-c",
"20260414",34,"C1-c","KOT","NT2","J022",3,"C1-c",
"20260414",78,"C1-c","HWS","RE","J022",6,"C1-c",
"20260414",78,"C1-c","HWS","RE","J022",7,"C1-c",
"20260414",126,"C1-c","KMN","k&cB","JP32",4,"C1-c",
"20260414",126,"C1-c","KMN","k&cB","JP32",5,"C1-c",
"20260414",183,"C1-c","KOT","FLEX-M","J022",1,"C1-c",
"20260415",34,"C1-c","KOT","NT2","J022",1,"C1-c",
"20260415",34,"C1-c","KOT","NT2","J022",2,"C1-c",
"20260415",34,"C1-c","KOT","NT2","J022",3,"C1-c",
"20260415",35,"C1-c","SGM","NT2","J022",4,"C1-c",
"20260415",35,"C1-c","SGM","NT2","J022",5,"C1-c",
"20260415",35,"C1-c","SGM","NT2","J022",6,"C1-c",
"20260415",35,"C1-c","SGM","NT2","J022",7,"C1-c",
"20260416",33,"C1-c","KOT","ML","J022",8,"C1-c",
"20260416",34,"C1-c","KOT","NT2","J022",3,"C1-c",
"20260416",34,"C1-c","KOT","NT2","J022",4,"C1-c",
"20260416",34,"C1-c","KOT","NT2","J022",5,"C1-c",
"20260416",34,"C1-c","KOT","NT2","J022",6,"C1-c",
"20260416",34,"C1-c","KOT","NT2","J022",7,"C1-c",
"20260416",541,"C1-c","TVC","LO","J8LoA",1,"C1-c",
"20260416",541,"C1-c","TVC","LO","J8LoA",2,"C1-c",
"20260417",78,"C1-c","HWS","RE","J022",2,"C1-c",
"20260417",78,"C1-c","HWS","RE","J022",3,"C1-c",
"20260413",39,"C2-a1","KOT","NT2","J120",2,"C2-a1",
"20260413",39,"C2-a1","KOT","NT2","J120",3,"C2-a1",
"20260413",39,"C2-a1","KOT","NT2","J120",5,"C2-a1",
"20260413",158,"C2-a1","HDF","DV","J120",1,"C2-a1",
"20260413",437,"C2-a1","CHU","NASK","J120",4,"C2-a1",
"20260413",437,"C2-a1","CHU","NASK","J120",6,"C2-a1",
"20260414",39,"C2-a1","KOT","NT2","J120",4,"C2-a1",
"20260414",39,"C2-a1","KOT","NT2","J120",5,"C2-a1",
"20260414",184,"C2-a1","BAR","FLEX-M","J120",1,"C2-a1",
"20260414",432,"C2-a1","ALL","TN","",2,"C2-a1",
"20260414",432,"C2-a1","ALL","TN","",3,"C2-a1",
"20260414",432,"C2-a1","DAG","","",2,"",
"20260414",432,"C2-a1","DAG","","",3,"",
"20260415",39,"C2-a1","KOT","NT2","J120",4,"C2-a1",
"20260415",39,"C2-a1","KOT","NT2","J120",5,"C2-a1",
"20260415",127,"C2-a1","KMN","k&cB","JP32",2,"C2-a1",
"20260415",127,"C2-a1","KMN","k&cB","JP32",3,"C2-a1",
"20260416",0,"C2-a1","BAR","NT2","J120",4,"C2-a1",
"20260416",0,"C2-a1","BAR","NT2","J120",5,"C2-a1",
"20260416",0,"C2-a1","BAR","NT2","J120",6,"C2-a1",
"20260416",0,"C2-a1","BAR","NT2","J120",7,"C2-a1",
"20260416",79,"C2-a1","SID","RE","J120",1,"C2-a1",
"20260416",547,"C2-a1","ISKBIW","NT2","J120",2,"C2-a1",
"20260416",547,"C2-a1","ISKBIW","NT2","J120",3,"C2-a1",
